Date,Open,High,Low,Close,Volume,MA20,MA50,RSI,VWAP,CMF,CCI,ADX,OBV,V_Pattern,V2_Pattern,Outcome,LR,HR,CR
2010-03-16,20.31999969482422,20.709999084472656,20.25,20.690000534057617,3910800.0,-0.764642192008811,-0.6989563086999442,0.3628041498007617,-1.8109352285229232,1.7005470351742604,0.6216601190634627,0.16930574038322038,-1.7681695137599585,0,0,0,,,
2010-03-17,20.75,21.57999992370605,20.75,21.40999984741211,5801200.0,-0.750244520116898,-0.7039471874002617,0.9073354359144444,-1.8002681052934775,2.0762641916719162,1.30706880063873,0.12904958206049863,-1.7028335896888789,0,0,0,-0.024166263271813582,0.04011599334373124,0.14064764486699677
2010-03-18,21.440000534057617,21.459999084472656,21.020000457763672,21.170000076293945,4051100.0,-0.7394942564847939,-0.7098948637670512,0.6528639889667048,-1.7947309112193968,1.7426575300151825,1.1397787475278651,0.0916688636179711,-1.748459039941301,0,0,0,-0.055581529310541125,0.00653897200589453,0.07239604148095778
2010-03-19,20.450000762939453,21.31999969482422,20.450000762939453,20.450000762939453,7994300.0,-0.7336711990515806,-0.7164373067840598,-0.024526531038203958,-1.7935456704383348,0.9960557172613315,0.5223208118526412,-0.0770882511056975,-1.8384947183873865,0,0,0,-0.009447367133617204,0.05337738104365739,0.1393480795918474
2010-03-22,20.32999992370605,20.709999084472656,20.21999931335449,20.65999984741211,4096300.0,-0.7270162815015039,-0.7226177187848142,0.1479845993391036,-1.791612520670692,1.2334360007236975,0.22500507991537916,-0.26086268474911145,-1.7923602038434365,0,0,0,-0.005379002750499222,0.06112469209611544,0.10660147793864622
2010-03-23,20.65999984741211,20.84000015258789,20.479999542236328,20.780000686645508,3141600.0,-0.7159460622821006,-0.7281516440095126,0.24736679826351093,-1.789585248734274,1.66132577117689,0.3776556252680537,-0.4250327653050392,-1.7569779830853685,0,0,0,-0.021297218649918608,0.04453049772936866,0.04259443729983687
2010-03-24,20.65999984741211,20.739999771118164,20.229999542236328,20.56999969482422,3787000.0,-0.7094191147618863,-0.7360646407673876,0.04426540655938571,-1.7884256932569924,1.5389125675123478,0.06236347280754416,-0.5574622320667646,-1.7996290112273354,0,0,0,-0.021174230968163146,0.04427334195831811,0.010105918425510374
2010-03-25,20.670000076293945,21.059999465942383,20.530000686645508,20.600000381469727,4963100.0,-0.7039799918283743,-0.7430208398587899,0.07232784309153617,-1.7867321230332756,0.8582269619474862,0.3333439456036567,-0.6841576082564504,-1.7437321752697446,0,0,0,-0.021876556617192608,0.04423917651496505,-0.027224087226568713
2010-03-26,20.850000381469727,21.290000915527344,20.649999618530277,21.06999969482422,5222300.0,-0.6945735172528119,-0.7489943762884982,0.49485034237532227,-1.7813959508163717,1.132303857008442,0.7192249051987951,-0.7543254272072534,-1.6849161033748954,0,0,0,-0.030582575555772387,0.03543687032612774,0.03252427494596694
2010-03-29,21.21999931335449,21.559999465942383,21.01000022888184,21.46999931335449,3625200.0,-0.6856789594118713,-0.7529508771335872,0.8131527527703233,-1.7757000920682104,1.0953876602542705,1.1760081677103937,-0.7665619687207114,-1.6440873451968498,0,0,0,-0.04746084549045565,0.01708593334436524,-0.0014237674291110957
2010-03-30,21.459999084472656,21.799999237060547,21.459999084472656,21.709999084472656,4958600.0,-0.6768483926883897,-0.7555368242378093,0.9914994804821841,-1.76644691624229,1.0281872537808294,1.4860428207104597,-0.7334275010488063,-1.5882411904187252,0,0,0,-0.057754998173049736,0.015836057916238877,0.0176991653594917
2010-03-31,21.600000381469727,21.989999771118164,21.25,21.90999984741211,6420000.0,-0.6678258526125291,-0.7584330871647514,1.1364251875569011,-1.7531489855288496,1.259311502404404,1.326619216991954,-0.758919791371297,-1.515936041046814,0,0,0,-0.06356522921745479,0.017964044500000526,0.010133547795118944
2010-04-01,22.11000061035156,22.350000381469727,21.899999618530277,22.09000015258789,5936700.0,-0.6602750716230722,-0.759260589448934,1.2650378914884457,-1.739909863888893,0.9379497003912639,1.530599436700126,-0.714782344041732,-1.4490740503495825,0,0,0,-0.08626204062800608,0.01095389195753532,-0.05887726720727057
2010-04-05,22.229999542236328,22.229999542236328,21.96999931335449,22.149999618530277,2917000.0,-0.6552198953943191,-0.7574504294353602,1.3086384571570895,-1.7333630737713834,0.747105248232584,1.3197206154649652,-0.6737975715214217,-1.4162213835710988,0,1,0,-0.09099140855580137,0.005432360271819196,-0.07831595881784795
2010-04-06,22.020000457763672,22.709999084472656,21.959999084472656,22.65999984741211,6398000.0,-0.6451095307317559,-0.7527181464319259,1.6552774781827384,-1.7151181709471162,1.0630577016299836,1.3949745103077735,-0.5518224042089468,-1.344164008854356,0,1,0,-0.08126416141801356,0.03115118007188336,-0.09796840242284084
2010-04-07,22.51000022888184,22.57999992370605,22.07999992370605,22.229999542236328,4284800.0,-0.6307758499573028,-0.7499770438824951,1.0682950732811582,-1.7057377279434873,1.4738385971545154,1.0834267178914176,-0.43855974884736265,-1.3924215016937276,0,1,0,-0.10105917612302548,0.00882607488691831,-0.1129743814289898
2010-04-08,22.13999938964844,22.170000076293945,21.950000762939453,22.06999969482422,3235800.0,-0.6173380204171726,-0.7454774965130246,0.8638971017092115,-1.6994968016269258,1.7383762962896483,0.7772902820045311,-0.37578324252463413,-1.42886464847529,0,1,0,-0.0863697757908636,0.02564101244092394,-0.16014392889115892
2010-04-09,22.100000381469727,22.549999237060547,22.040000915527344,22.5,3190600.0,-0.6007646993518546,-0.7433828807396496,1.1935862842394074,-1.6917119311484214,1.758225194605776,0.9481234201482605,-0.25013541411621726,-1.3929305659852558,0,1,0,-0.08518355659769807,0.027639271021194643,-0.13275941756641324
