Date,Open,High,Low,Close,Volume,MA20,MA50,RSI,VWAP,CMF,CCI,ADX,OBV,CMF_Left_Slope,CMF_Right_Slope,VWAP_Left_Slope,VWAP_Right_Slope,V_Pattern,Outcome
2010-04-28,42.84000015258789,43.709999084472656,42.77999877929688,43.459999084472656,48578900.0,0.10356847944217656,0.08747369837435603,0.3748030743423568,0.11733772015106458,0.6646235284214637,0.32956827278807727,0.38711332291011324,0.8354692153960422,3.004942188335117,-0.7523616155999965,1.3606687530693797,-0.1397534450311048,0.0,1.0
2010-05-03,42.970001220703125,43.72999954223633,42.88999938964844,43.52999877929688,31230900.0,0.1017006197110723,0.0889046729635099,0.40954440228430966,0.11824897317742078,0.6091302897172557,0.3971591568521067,0.3986372809138352,0.8431584698010839,1.5872584857350802,-1.3316056432901824,0.4789612479772459,-0.26799618656595525,0.0,1.0
2011-01-05,43.91999816894531,44.95000076293945,43.900001525878906,44.70000076293945,50032500.0,0.07724468897369169,0.05975024109593813,0.8105188966399645,0.04688045154403864,0.7642702946847973,0.7167847792349904,0.4519794708831416,0.6491187660095251,-1.212249433522205,2.753721445566892,-0.5179552377487471,0.804067213551786,1.0,1.0
2011-03-16,44.63999938964844,44.77999877929688,43.65999984741211,43.810001373291016,41962900.0,0.10835758627232217,0.09995126007859695,0.3157063941255118,0.06954475195825416,0.6668115721594666,0.3217949643592876,0.11668508202649427,0.5841100664407634,-0.40107981755741956,0.39245492714466107,-0.0506377712962245,0.13482882741125288,1.0,1.0
2011-03-28,46.09999847412109,46.5,45.95000076293945,45.959999084472656,19039400.0,0.10457119142650945,0.10164673499985016,0.5224450411959178,0.07271688301962986,0.7045543506834165,0.6309363609028853,0.040178829250660464,0.6764073517082035,0.8345466696883796,-1.18064461119117,0.09621769023345185,-0.07928875918203206,0.0,1.0
2011-03-30,46.52999877929688,46.84999847412109,46.220001220703125,46.45000076293945,26829100.0,0.10517209338108896,0.10206428849047033,0.5759941885219406,0.07334014260984234,0.7761890846867872,0.6768190643921758,0.028593200179600986,0.701648230079759,-1.1080663406999178,2.1480433645066914,-0.056856533881478565,0.05821271224093534,1.0,1.0
2011-03-31,46.04999923706055,46.34000015258789,45.959999084472656,46.09999847412109,23340500.0,0.10517933193253187,0.1024194315865603,0.528090893301913,0.07365233468895482,0.7639524619415913,0.6153422662492797,0.023207303366569676,0.6884809721402811,-0.5125310532524787,0.06630162355985754,-0.10018163999519798,0.15528305916683385,1.0,1.0
2011-04-21,44.68000030517578,44.84000015258789,44.119998931884766,44.68000030517578,24368100.0,0.10779288674108861,0.10410450486986633,0.3521799308364648,0.07929238737396727,0.5947184261878362,0.3889556082719212,0.12950253048509905,0.5971297459360361,0.6414320067392377,-0.5530008108922984,0.16983580646448895,-0.08203934475962567,0.0,1.0
2011-05-06,45.470001220703125,45.709999084472656,44.7599983215332,45.040000915527344,26332300.0,0.10374585571267403,0.10208657860540216,0.4125586665263741,0.08175810441375675,0.5770988531183769,0.4917383081819807,0.05325819700989856,0.5716316207351324,0.8978171739487725,-1.7756310901755485,0.15503329041362934,-0.10241311429875895,0.0,1.0
2012-03-15,43.63999938964844,44.91999816894531,42.93000030517578,44.70000076293945,57117700.0,0.06530631675512677,0.04691753459506698,0.8693828380413072,0.011218236063113451,0.881511331500451,0.7614156220754762,0.43498804726941465,0.5054395293375906,-0.7388640200848444,2.374236919699347,-0.5726053611423967,0.4612062915302997,1.0,1.0
2012-03-22,44.720001220703125,45.09999847412109,44.40999984741211,44.650001525878906,27457200.0,0.07733518881811496,0.05395798838972343,0.782281078474672,0.01276866645246777,0.8760614930545036,0.6322286623548315,0.6019822811187149,0.4900588203901509,0.5341598059190862,-1.3764917431814871,0.1850109899553029,-0.14657579747580582,0.0,1.0
2012-03-23,44.45000076293945,45.25,44.43999862670898,45.15999984741211,30639300.0,0.07982566891987936,0.055221049932684285,0.8082363525979047,0.013041379345424708,0.9164059205396022,0.6269994500342297,0.6202776855852978,0.5073436071849942,1.9498344687082243,-0.07814506520674332,0.08532742595729077,-0.10694581870067829,0.0,1.0
2012-03-26,45.47999954223633,46.16999816894531,45.400001525878906,46.16999816894531,33529400.0,0.08239940479112057,0.05660595972032423,0.8535794407918614,0.0133905128829368,0.9251009696304333,0.6463656004873772,0.6455289795788208,0.5262588085883885,-0.12206226434763523,1.4711260424401973,-0.12014608184362065,0.05637381741707819,1.0,1.0
2013-02-08,48.33000183105469,48.68999862670898,48.2599983215332,48.630001068115234,15218300.0,0.1161620537981502,0.09558552654604485,0.7609959786339978,0.011547359987628791,0.9055309468336752,0.6825561055838234,0.6906717230542883,0.4174380968789303,0.5366496850809754,-0.2299465138851174,0.0517148224387341,-0.24913851637834108,0.0,1.0
2013-03-01,48.59999847412109,49.41999816894531,48.369998931884766,48.90999984741211,25923400.0,0.12697826688656683,0.10980314000032215,0.5774012649423256,0.01516556530183899,0.7643860124410907,0.5861465127941314,0.426944503573383,0.3670069432950137,0.4798724361340773,-0.3811116117811676,0.20854732483038196,-0.03355590407481671,0.0,1.0
2013-03-12,50.34999847412109,50.66999816894531,50.04999923706055,50.27999877929688,18003400.0,0.13123524904784795,0.11615856912841821,0.6507372176005921,0.01707379466864256,0.7179051619938932,0.666831318056244,0.3285195128472692,0.3985237980959899,0.3445759580956226,-0.35585746747178515,0.051078812370199275,-0.14504004700266612,0.0,1.0
2013-03-13,50.290000915527344,50.43000030517578,50.11000061035156,50.15999984741211,16680200.0,0.13160447731085267,0.11718684954777758,0.6330362498634674,0.01727704594595303,0.6948135336073378,0.6362448632295568,0.3195783525256801,0.3891138670370119,0.15315619036057967,-0.8875077861582041,0.28140309825983517,-0.19932598345944377,0.0,1.0
2013-03-15,49.970001220703125,50.290000915527344,49.150001525878906,50.02000045776367,60880800.0,0.13273388051594748,0.11902794740029204,0.5723406272787176,0.01835205346131752,0.7601163627303427,0.5686024898052133,0.2956872847309704,0.3696499288114531,-0.27025442632559143,1.9583497480935603,-0.17089903386233712,0.6460563195208343,1.0,1.0
2013-03-18,49.18999862670898,49.65999984741211,48.95000076293945,49.5099983215332,28011400.0,0.13296193217004898,0.11976200884590094,0.5133633853250106,0.018670202143795445,0.7857930535601908,0.520441360013297,0.2642819907096895,0.3538476396982856,-0.9481517535269596,1.350928890067404,-0.21832727009717615,0.6096163789084103,1.0,1.0
2013-03-20,49.56999969482422,49.63999938964844,49.040000915527344,49.119998931884766,19385300.0,0.13305604852844194,0.12088390457363213,0.4703329237205075,0.019149312586439926,0.7758506581467468,0.5072059906251788,0.22392830081149342,0.3291402100149575,0.796381297597849,-0.2958753279016772,1.1046379459422775,-0.1293634783175029,0.0,1.0
2013-03-21,48.790000915527344,49.22999954223633,48.34999847412109,48.34999847412109,23535900.0,0.1330922468091602,0.12130740145247437,0.38957642815422977,0.019384514908884265,0.7386794019405691,0.43458481642592606,0.20551154566645638,0.31586271955255296,1.0564048382730014,-1.1092615210758798,0.07087381859026169,-0.1723030482612326,0.0,1.0
2013-06-11,53.459999084472656,54.04999923706055,53.11000061035156,53.4900016784668,17600800.0,0.16143955624404216,0.13684751656724853,0.5665731656099184,0.034514578263973306,0.7572580215436457,0.5389827761248184,0.38714699446592826,0.43984452137027263,0.5669786330408814,-1.0399731930949554,0.15700317046868406,-0.09211339586852678,0.0,1.0
2013-06-12,53.900001525878906,54.09999847412109,52.970001220703125,53.18000030517578,18479100.0,0.16250742209574082,0.13757563462463523,0.5345011910291719,0.03477879630537917,0.7298994039594846,0.5164043845540434,0.36150054721144287,0.4294197628522716,1.253293145820219,-1.7176347193451904,0.11805201326025413,-0.07344318530539165,0.0,1.0
2013-10-11,52.959999084472656,53.34999847412109,52.15999984741211,52.5099983215332,32498800.0,0.15218351197712132,0.1534872389953622,0.5090004152505662,0.05719604033337222,0.6167212532707417,0.5953255045753851,0.10060912873104347,0.38111676264342786,-1.0437061171474182,0.8254631355359807,-0.21032119165563856,0.15051359755190258,1.0,1.0
