Date,Open,High,Low,Close,Volume,MA20,MA50,RSI,VWAP,CMF,CCI,ADX,OBV,CMF_Left_Slope,CMF_Right_Slope,VWAP_Left_Slope,VWAP_Right_Slope,V_Pattern,Outcome
2010-05-12,28.850000381469727,30.31999969482422,28.31999969482422,29.920000076293945,2098900.0,0.0015667307166606081,0.0005214643041056566,0.7425363302403993,0.0010264871751319848,0.3318440460453228,0.8737430380136508,0.22012378860659707,0.07109277770006851,-0.9608762264950612,1.2393788221993156,-2.361757830359721,0.8289746154223605,1.0,1.0
2010-05-13,29.65999984741211,31.479999542236328,29.549999237060547,30.299999237060547,1505400.0,0.0020982098396584437,0.0007971691390021851,0.7802661441382894,0.00184896189468986,0.33079031748610055,0.8387454695040485,0.2746225732509576,0.07784182815251581,-0.5965740093032484,0.38021995020628807,-1.5442132570205716,2.452836073864368,1.0,1.0
2010-06-28,30.809999465942383,31.11000061035156,30.559999465942383,30.81999969482422,634400.0,0.01102253120389654,0.007026858508062228,0.5600799474698444,0.009250588549790717,0.39166404228611784,0.5767910774322591,0.20521205794485184,0.06235362262702777,-1.1354016666340372,0.6528788905018644,-0.6352226295778346,0.3166154404460798,1.0,1.0
2010-06-30,29.59000015258789,30.520000457763672,29.5,29.899999618530277,503400.0,0.010931852091916022,0.007343867397503451,0.4264019463030447,0.009376525886794607,0.3717555071445149,0.40352968346325696,0.15911447906011741,0.06328613391579424,1.3549462743150522,-0.4816852381337798,0.8756705094178261,-1.019337669787471,0.0,1.0
2010-11-09,30.21999931335449,30.36000061035156,29.940000534057617,29.989999771118164,786000.0,0.008375209337582845,0.0031215568518946912,0.5632641870094157,0.00715194625527249,0.4196354865394816,0.5261443576573283,0.1365981534541417,0.013035431842391247,2.37970615037965,-2.2385081832242424,0.7142180697817614,-0.696621476351579,0.0,1.0
2011-02-04,33.79999923706055,34.0099983215332,33.7400016784668,33.7599983215332,274400.0,0.029951765082025766,0.02768613425151925,0.43598213955942594,0.018207413722817867,0.3001786662499141,0.41122923948925794,0.05149785400775442,0.052321953109028506,0.5592071744657688,-0.48025940365320174,0.09094872257937565,-0.7987128189683229,0.0,1.0
2011-11-04,36.900001525878906,38.34000015258789,36.88999938964844,37.970001220703125,1973000.0,0.035097796999969094,0.03329419833825653,0.708084116394859,0.04383516444223012,0.4826230717579183,0.7748807178609445,0.0921002070337564,0.09117673958187629,-2.409491645994867,1.7017546670375472,-0.7220299504275438,0.9133357184594124,1.0,1.0
2011-11-08,38.0,38.0,37.56999969482422,37.79999923706055,916300.0,0.03654110363667537,0.034077943930342414,0.6871535501141202,0.04438123341071054,0.46694384950460355,0.6171878225018086,0.15916367428204506,0.08190318380873476,1.5185302527592246,-0.37942045375942746,0.7729764913815601,-0.1570484071771533,0.0,1.0
2011-11-09,36.959999084472656,37.650001525878906,36.619998931884766,37.459999084472656,645500.0,0.037140591613224194,0.03438152887896084,0.6432848507555267,0.04454004239556941,0.4730976334516026,0.5532138592858755,0.16043646396523623,0.07900926055441383,0.9209566378348628,-0.11517379322223034,0.7994107665468275,-0.46057205728871753,0.0,1.0
2011-12-01,39.02999877929688,39.369998931884766,38.65999984741211,38.75,774200.0,0.0478331503763037,0.03913253250446122,0.6574193659176986,0.047499749333405006,0.39986623557248596,0.6284480754718385,0.14189785714370992,0.09877984484446789,-1.5747675450313587,0.14898301813389328,-0.35090437606544395,0.12814391534834957,1.0,1.0
2011-12-19,39.400001525878906,39.52000045776367,39.0,39.06999969482422,980500.0,0.05166937492747392,0.04475298711822545,0.5735652116033951,0.051510575524261915,0.40655285803672514,0.5316407373486218,0.11858524469655676,0.10422786271999197,-0.1875711596508281,1.5038167694315066,-0.3247921961981757,1.5996817935114467,1.0,1.0
2011-12-21,39.90999984741211,39.93000030517578,39.34000015258789,39.5,1022700.0,0.053155502683001565,0.04572156823130302,0.5937007008153394,0.05205749456786596,0.3728318019290762,0.5580806807201406,0.16923529285031233,0.10351413292589765,2.1466526787024947,-0.8156719909631804,2.915983161607007,-0.1553036905298042,0.0,1.0
