Date,Open,High,Low,Close,Volume,MA20,MA50,RSI,VWAP,CMF,CCI,ADX,OBV,V_Pattern,V2_Pattern,Outcome,LR,HR,CR
2010-03-16,60.709999084472656,60.959999084472656,60.59000015258789,60.90999984741211,2480600.0,-1.077188121585895,-1.0831054100644857,0.23908596537729992,-1.287610956178167,-0.7498351172385669,-0.12941342877526213,-0.8049009568165431,-1.6884054442611645,0,1,0,,,
2010-03-17,60.959999084472656,61.459999084472656,60.900001525878906,61.33000183105469,3115300.0,-1.0770835442338402,-1.0828153292015508,0.540436542710514,-1.2867732622890928,-0.595340181487488,0.5667072458152747,-0.7955887232515797,-1.6544053878168867,0,1,0,-0.00607451868021119,0.008208832724553743,-0.026432451393610928
2010-03-18,61.0,61.43000030517578,60.91999816894531,61.27000045776367,3156200.0,-1.0769677627252134,-1.082507118464788,0.47382703949256894,-1.2859797084290328,-0.561043097827051,0.4685754410384931,-0.7869416492269707,-1.688851822558141,0,1,0,-0.00668514324427273,0.007500392479031916,-0.03130601845136606
2010-03-19,61.380001068115234,61.5,60.4900016784668,60.720001220703125,4687500.0,-1.0771246266161851,-1.082398338069145,-0.09993719659091795,-1.285205377663215,-0.95017049631057,-0.02383722015188582,-0.8654629843319656,-1.7400107043937754,0,1,0,-0.014525859033769005,0.001958526701293019,-0.03378488133440064
2010-03-22,60.540000915527344,61.09000015258789,60.43000030517578,60.880001068115234,2369000.0,-1.0770910127217284,-1.0822215699262252,0.03265847529722368,-1.284776461101961,-0.6067988782925885,-0.18403981059349064,-0.9498997176604828,-1.7141556876324702,0,1,0,-0.0018116042183816134,0.01581026128414066,-0.010869562485895923
2010-03-23,60.7599983215332,60.88999938964844,60.36000061035156,60.7599983215332,2937800.0,-1.0769976409509863,-1.0819979662278891,-0.09148167378940089,-1.2843062292469707,-0.2305587608496802,-0.4180776960203527,-1.0423063766978262,-1.7462185277512385,0,1,0,-0.006570264523059149,0.01215508648954934,-0.006570264523059149
2010-03-24,60.540000915527344,60.7400016784668,60.02000045776367,60.06999969482422,2910000.0,-1.077292696088469,-1.0818891858322464,-0.7303671844470474,-1.2841201116211172,-0.4518037944087056,-1.0179775577450525,-1.1123866309356594,-1.7779779615948004,0,1,0,-0.00855826978486576,0.01579985370296554,-0.0413101087157358
2010-03-25,60.41999816894531,60.41999816894531,60.0099983215332,60.04999923706055,2591500.0,-1.077796904505321,-1.0817350804638648,-0.7473340170343816,-1.283965628003266,-1.0070228570125754,-1.1029115915085326,-1.1755704595596892,-1.806261319947237,0,1,0,-0.006825367895705783,0.01797905504480539,-0.05177287849931955
2010-03-26,60.25,60.41999816894531,59.90999984741211,60.130001068115234,2302000.0,-1.0781106337120046,-1.081624789485544,-0.6626013188378176,-1.283807838894108,-0.8576110558726925,-1.0185678318351776,-1.2145284403602643,-1.7811375341369693,0,1,0,-0.005661950989302522,0.0208159869422371,-0.045462107858803724
2010-03-29,60.13999938964844,60.43000030517578,59.959999084472656,60.13999938964844,2375500.0,-1.0786746000051417,-1.0814102510122907,-0.6514435496470309,-1.2836456332515513,-1.0802219411432377,-0.9019089616125702,-1.253146270878347,-1.7552115770595187,0,1,0,-0.003825038053396752,0.02261767148167775,-0.03658740601795933
2010-03-30,60.27000045776367,60.5,60.040000915527344,60.16999816894531,2121500.0,-1.0791265204583365,-1.081201756022426,-0.6157785219660118,-1.2834958119588524,-0.9027801327970307,-0.7392760130500764,-1.3069375607545437,-1.7320577492591351,0,1,0,-0.005986042800218708,0.020452270613890978,-0.03974059550888214
2010-03-31,60.060001373291016,60.11000061035156,59.68000030517578,59.709999084472656,2548200.0,-1.079488803384733,-1.0810869327197328,-1.0779560244880437,-1.2834664370383173,-1.2294289148013313,-1.3096919135448657,-1.2801878250044347,-1.7598685359670954,0,1,0,-0.006315457531646709,0.023932170027091516,-0.03972084555553837
2010-04-01,59.72999954223633,60.29999923706055,59.709999084472656,60.13999938964844,2638300.0,-1.079735304802503,-1.0808044064992028,-0.5661262500004125,-1.2832965782250016,-1.0730301107905873,-0.8933833127362213,-1.3059670984994622,-1.7310744073384117,0,1,0,-0.0008373679086782799,0.029643283954160257,-0.033327715529759945
2010-04-05,60.33000183105469,60.869998931884766,60.0,60.81999969482422,2146100.0,-1.0796830168388456,-1.0803058306464033,0.09174864640606796,-1.282982904676504,-0.7690857179084092,-0.014798884555658792,-1.3371280163272592,-1.7076520977261547,0,1,0,-0.010808139881537601,0.01945457567042639,-0.03292323540120301
2010-04-06,61.04999923706055,61.84999847412109,60.75,61.7400016784668,3589100.0,-1.0792833843493082,-1.079600269810079,0.7532266672805508,-1.282074505081282,-0.3219996673981517,1.2572261146167474,-1.2126750810756763,-1.668481037929616,0,1,0,-0.022525467588934443,0.01315355542707475,-0.05376521660919939
2010-04-07,61.650001525878906,61.959999084472656,61.5,61.720001220703125,3897200.0,-1.0786895398303982,-1.0789702507870982,0.7307823411879267,-1.2811301524544847,-0.10591394657798346,1.3324268739029816,-1.0832484642743525,-1.7110146687114471,0,1,0,-0.03190802019997688,0.005021016361615497,-0.06284420088489358
2010-04-08,61.59999847412109,61.619998931884766,60.81999969482422,60.97999954223633,4471500.0,-1.0782637647837723,-1.0785094458409703,-0.029847682805100924,-1.280469875507066,-0.13205618989303286,0.4666851508930061,-1.1090122640341702,-1.7598161492720956,0,1,0,-0.031108200436996563,0.0058328030335620335,-0.08117301073306948
2010-04-09,61.040000915527344,61.40999984741211,60.91999816894531,61.209999084472656,2804500.0,-1.0777744976169166,-1.077953458048655,0.14330584490098153,-1.2799948196615571,-0.028830647778747935,0.4431365143602824,-1.1329357923825727,-1.7292081313290477,0,1,0,-0.022302404404079913,0.015086883828329614,-0.05903578740312898
2010-04-12,60.88999938964844,61.209999084472656,60.2599983215332,60.34999847412109,4550700.0,-1.0777072698280032,-1.077500207168594,-0.5872168501566599,-1.2796876768633618,-0.4735038428524257,-0.3510360973669986,-1.2006418768920415,-1.778873992357191,0,1,0,-0.01976799710130368,0.01748079906597563,-0.0674726536495392
2010-04-13,60.220001220703125,60.54999923706055,59.7599983215332,59.88999938964844,4191400.0,-1.077953771245773,-1.077128541585265,-0.9120790702632714,-1.2796279288086545,-1.0052094641526672,-1.0488192647147987,-1.18983845062522,-1.8246184909867116,0,1,0,-0.00894781987043303,0.02883177974752835,-0.0616404526057828
2010-04-14,59.790000915527344,59.869998931884766,58.93999862670898,59.619998931884766,6763100.0,-1.07843556992474,-1.0768701887219512,-1.0908971492197934,-1.2797319049399398,-0.8581693324807226,-1.6113313118708321,-1.0821383477674,-1.8984302528517951,0,1,0,-0.014192724953763872,0.03623306380130605,-0.06361665406778326
2010-04-15,59.40999984741211,59.43999862670898,58.900001525878906,59.02999877929688,5754400.0,-1.0792945913553604,-1.0768309072326014,-1.4485361731183855,-1.2801723776112677,-1.3776967684474108,-1.7928589236158234,-0.9778533900604781,-1.9612331690405898,0,1,0,-0.00855414845135893,0.04277087022383034,-0.011237809140365441
2010-04-16,58.959999084472656,59.52000045776367,58.93000030517578,59.18999862670898,5443700.0,-1.0800714451718108,-1.076714572770892,-1.2951279045209203,-1.2804815520263992,-1.5811136441742648,-1.5353823494215768,-0.8974441354884982,-1.901821199963546,0,1,0,-0.0010163909848290979,0.0508216171783518,-0.012027767222683198
2010-04-19,59.290000915527344,59.52999877929688,58.61000061035156,59.470001220703125,4040700.0,-1.0805383040255219,-1.0765710432102715,-1.0295768287958849,-1.2805882918508427,-0.9037506696943398,-1.418188090812429,-0.7856704541423625,-1.8577214252791197,0,1,0,-0.011488432521587134,0.045108941221372136,-0.022132140626539714
2010-04-20,59.70000076293945,59.91999816894531,59.33000183105469,59.4900016784668,3703300.0,-1.0810574508428898,-1.07643355713304,-1.0103163365991188,-1.2806758890679037,-1.1891750785481405,-0.9585515683470037,-0.7626771782280102,-1.81730399869738,0,1,0,-0.018328571215976905,0.038002325124325644,-0.012611400447372188
2010-04-21,59.400001525878906,59.560001373291016,59.040000915527344,59.5099983215332,3033200.0,-1.081524309696601,-1.0762265727258535,-0.9897531699131475,-1.2807398607878842,-1.0827338968573432,-1.100221279953719,-0.7051133013903499,-1.7841999730154927,0,1,0,-0.013279557795226877,0.04303240017423592,-0.02471005512234187
2010-04-22,59.22999954223633,60.40999984741211,59.119998931884766,60.220001220703125,3929700.0,-1.0814682860642595,-1.0760059901928731,-0.3190767917334494,-1.2805493225008238,-0.49339389154066,-0.5049332288994741,-0.803638531463671,-1.7413116406529343,0,1,0,-0.010418399418109615,0.04587463651882679,-0.05141995395055791
2010-04-23,60.06999969482422,60.47999954223633,60.0,60.20000076293945,4017400.0,-1.0814122624319182,-1.0758473525001195,-0.3371093428414676,-1.2803678049706155,-0.33525147545830253,-0.18554203815113493,-0.9061947744445225,-1.7851571215887163,0,1,0,-0.024244421369601716,0.03138491118128161,-0.07007640543275731
2010-04-26,60.20000076293945,60.29999923706055,60.0099983215332,60.06999969482422,2874600.0,-1.0814346721698027,-1.0757869188189095,-0.4590936673462368,-1.2802765582848856,-0.48813073474028157,-0.28772578062185544,-1.0014255714981704,-1.8165302035566553,0,1,0,-0.026411962332843233,0.029235852146644817,-0.05880400117381148
2010-04-27,60.25,60.25,59.11000061035156,59.16999816894531,3948900.0,-1.0817969550961992,-1.0758035381100592,-1.1830997970574166,-1.2804866451597607,-0.8205745473252894,-0.8644032330721263,-0.9652379925971444,-1.8596280826992124,0,1,0,-0.02730147158282313,0.02846677365007535,-0.04744462275012558
2010-04-28,59.29999923706055,59.4900016784668,58.7400016784668,58.84999847412109,3462400.0,-1.0822899579317389,-1.0760785102645225,-1.3958333497953606,-1.2807684997990818,-0.9907873516191069,-1.2237294281061935,-0.8896267300156637,-1.8974163520256553,0,1,0,-0.01166129200712266,0.044955212603136084,-0.027885715096195876
