Date,Open,High,Low,Close,Volume,MA20,MA50,RSI,VWAP,CMF,CCI,ADX,OBV,V_Pattern,Outcome,LR,HR,CR
2010-03-16,9.935713768005373,10.121429443359377,9.935713768005373,10.09000015258789,8498000.0,0.0024245228445109474,0.0004726654210832071,0.7009270107998726,0.0,0.683039670553323,0.5988178963240112,0.38114401472213455,0.3994661176549908,0,0,,,
2010-03-17,10.128570556640623,10.248571395874023,10.057143211364746,10.131428718566896,4390400.0,0.0024934722183085796,0.0005504983406464901,0.7097950352696517,0.00011355246224330207,0.6786469953746594,0.6111626675560833,0.3831282638930126,0.4016458534106852,0,0,-0.01911365567083627,0.011893046324942059,0.4568880615100078
2010-03-18,10.101428985595703,10.161429405212402,10.062856674194336,10.077142715454102,3593100.0,0.0025412312400756795,0.0006354272638180152,0.6849922738646346,0.00020198428365367227,0.6709550703055477,0.5938596230651847,0.3849707809802565,0.39986195933639,0,0,-0.016356549722018957,0.014523362337699375,0.39748999700948046
2010-03-19,10.100000381469728,10.128570556640623,10.010000228881836,10.064286231994627,9905700.0,0.0025821060668805226,0.0007118766836676105,0.678904471904983,0.0004387651072016857,0.6672679539671074,0.5809546921771631,0.38076389099268737,0.3949440000444844,0,0,-0.016302896376808165,0.01474336710310251,0.44357804980764953
2010-03-22,10.050000190734863,10.428570747375488,10.007143020629885,10.412857055664062,7216300.0,0.0026640707842631554,0.0008033214355507579,0.7562379805440501,0.0006496569776725664,0.6767447270529878,0.6186532304746267,0.3935825766570372,0.39852673217226725,0,0,-0.01135564113490442,0.03761524145022221,0.4117814279293739
2010-03-23,10.428570747375488,10.498571395874023,10.289999961853027,10.422857284545898,4979100.0,0.002756684569267592,0.0008910619732372133,0.7581802111859341,0.0007934483519715096,0.6844094190202393,0.638032926919716,0.4088542020213274,0.4009987443582134,0,0,-0.047331580250784905,0.006722520834035494,0.34613806514198797
2010-03-24,10.418571472167969,10.45285701751709,10.321429252624512,10.338570594787598,3399900.0,0.002839294621584257,0.000976481766647613,0.7160768954956768,0.0008856490443104187,0.68369455731323,0.6257663654784777,0.42303499700245395,0.39931076977826957,0,0,-0.04632680760951559,0.007675431172282439,0.32949555674828745
2010-03-25,10.382857322692873,10.714285850524902,10.365714073181152,10.505714416503906,8349600.0,0.002924593940465346,0.001070961268069607,0.7523085494131372,0.0011314282949550086,0.6743456867257543,0.6576225333995056,0.44814913641970133,0.403456160099367,0,0,-0.043250036413441585,0.03205748075068772,0.2543872085921513
2010-03-26,10.50428581237793,10.70142936706543,10.477143287658691,10.614286422729492,5427800.0,0.003013335428635168,0.001161736614881002,0.7738645183412339,0.0012977929602191463,0.6753960147898972,0.6626421273762285,0.47146940873571663,0.40615094183560024,0,0,-0.054120264632299644,0.019989124948711152,0.3259449856754333
2010-03-29,10.699999809265137,10.714285850524902,10.521429061889648,10.557143211364746,5602100.0,0.0030585128952433215,0.0012639815696725582,0.7440368826459435,0.0014616341642730707,0.663172971292804,0.6444465345222159,0.493700143999657,0.40336962403381094,0,0,-0.07200540957921744,0.0013459257354477845,0.3353970561782933
2010-03-30,10.699999809265137,10.807143211364746,10.632857322692873,10.722857475280762,7662200.0,0.003123912603769553,0.0013715820182790186,0.7781843594631442,0.001702113607754338,0.6700010601721083,0.6531380638801623,0.5185170601052475,0.4071737355742815,0,0,-0.07239515709486741,0.010148901076218204,0.44560223169590296
2010-03-31,10.614286422729492,10.722857475280762,10.531429290771484,10.53428554534912,5714800.0,0.003190495557988785,0.0014721756785558444,0.6852433231886645,0.0018609287341904701,0.6591705174006667,0.6105661361825051,0.5272947315294032,0.40433646473412055,0,0,-0.0632828195551813,0.017985577918931003,0.4757526660856616
2010-04-01,10.51714324951172,10.814286231994627,10.51714324951172,10.714285850524902,13577200.0,0.0032656837200070333,0.0015782140926157463,0.7257312440920688,0.0022668683804702022,0.6613849131822289,0.6171241458919021,0.5402372288930255,0.4110772419531016,0,0,-0.055194011877060654,0.028207226888215028,0.3653376213414467
2010-04-05,10.79714298248291,11.437143325805664,10.795714378356934,11.427143096923828,16663500.0,0.003398419357284405,0.001706745512174231,0.8360229949006541,0.002927907956300671,0.6754682238535125,0.7043913792208444,0.5750771235324037,0.41935029834090554,0,0,-0.08040005899556386,0.05973336461724135,0.41026661669074227
2010-04-06,11.488571166992188,11.99571418762207,11.40571403503418,11.90999984741211,27422500.0,0.0035564327790074714,0.001851700378567512,0.8829184191001843,0.0041513541904436985,0.6864526876192718,0.7553056449961566,0.6191647964686212,0.4329649584540002,0,0,-0.13589200606097615,0.044380560944091534,0.2699087348362926
2010-04-07,11.727143287658691,11.76714324951172,11.314286231994627,11.390000343322754,25214700.0,0.003661739204226088,0.0019882650314000886,0.7144747798274104,0.0050148824253131025,0.6723878912500968,0.6743215666595922,0.6508140351404033,0.42044642183794956,0,0,-0.15041389946302755,0.02255003387105298,0.22214221998728434
2010-04-08,11.324286460876465,11.714285850524902,11.324286460876465,11.6899995803833,13912500.0,0.0037752206378902364,0.0021305421583341817,0.7514445150290335,0.005527796962335768,0.677917801959517,0.661160608395854,0.6802026139070579,0.4273536680344462,0,0,-0.12191155847375593,0.05894887677849998,0.19716533505324055
2010-04-09,11.584285736083984,11.785714149475098,11.489999771118164,11.774286270141602,11563300.0,0.0038960165376777343,0.0022709002555385775,0.7612813405568218,0.005954733568211482,0.6840448628754232,0.6500405216137044,0.7091488498534861,0.4330945887851344,0,0,-0.14102412551366036,0.03519490729738724,0.22461200994986644
2010-04-12,11.757143020629885,11.89285659790039,11.649999618530272,11.882857322692873,9430400.0,0.004038002789495763,0.0023607829877716896,0.7740485768511595,0.006308411866414482,0.6897890891116685,0.6410502796790112,0.7384779731718363,0.4377765722195597,0,0,-0.1546955128179168,0.020262049139842815,0.23440913237186337
2010-04-13,11.897143363952637,12.378570556640623,11.85714340209961,12.34000015258789,17424400.0,0.004218497448540234,0.0024684726963463254,0.8216934152306348,0.007049221883061063,0.7007056243126215,0.6543862682623717,0.7747507019006947,0.44642739849997204,0,0,-0.16506380095984927,0.0405144301252021,0.2611204150471277
2010-04-14,12.422857284545898,12.728570938110352,12.260000228881836,12.510000228881836,18056500.0,0.0044007131204214685,0.0025869179927418082,0.8371116139409444,0.007826680920603263,0.6973464957733095,0.6570499795287957,0.8132627123956754,0.45539204834342517,0,-1,-0.2015513359632279,0.024774201765333057,0.2065292994404388
2010-04-15,12.464285850524902,12.552857398986816,12.214285850524902,12.40428638458252,11999400.0,0.004571849597135014,0.00269840116058479,0.8034924187088728,0.008309426418197943,0.6992133817253302,0.629591431793088,0.8443782495072542,0.4494346136616467,0,-1,-0.2021240636496405,0.021125905895292812,0.2467740118188528
2010-04-16,12.351428985595703,12.41428565979004,12.025713920593262,12.187143325805664,10971800.0,0.004730723632987863,0.002802654419970742,0.7369780528190472,0.00870890902307106,0.6997435573126121,0.6039214988274512,0.8545805242322134,0.44398735947880963,0,0,-0.19474842346375204,0.03040416359488475,0.2843486083511309
2010-04-19,12.178570747375488,12.371429443359377,11.824286460876465,12.114286422729492,13470800.0,0.004885079893456858,0.0029118168882272377,0.715262699688208,0.009173867619263587,0.7009958195587273,0.5876037345883633,0.8458233330071571,0.43729940748860174,0,0,-0.18403467649559666,0.04512954152022365,0.2583519274292664
2010-04-20,12.15428638458252,12.488571166992188,12.122857093811035,12.438570976257324,12414500.0,0.005037607501491213,0.003028878625322943,0.7576046229956893,0.009640947684495485,0.7027793083763219,0.6009548143395089,0.8411942222406631,0.44346293006947557,0,0,-0.18313687980948992,0.04740556178780186,0.3030659502863552
2010-04-21,12.635713577270508,12.714285850524902,12.19857120513916,12.425713539123535,24311700.0,0.0051884140248812,0.0031452709424503716,0.7535685850781443,0.010516690939059437,0.6995348095706995,0.6025562510569065,0.8431792714436447,0.4313927128291976,0,-1,-0.2170667204792962,0.007465275634724388,0.2687493094842383
2010-04-22,13.0,14.64142894744873,12.949999809265137,14.321429252624512,90442100.0,0.005488306274247224,0.00331539656869795,0.9017367166747081,0.01533161651326262,0.7442669896138172,0.7114455859938689,0.8735439185104718,0.47629519988962304,0,-1,-0.2466084722093771,0.13209937137859618,0.2159116698856923
2010-04-23,14.287142753601074,14.365714073181152,13.765713691711426,14.247142791748049,29817900.0,0.005770019854287552,0.0034860577249615377,0.8839106904955332,0.016717652216028292,0.7592518483017787,0.694484986690995,0.9017396622153825,0.4614912770603316,0,-1,-0.3038404134697847,0.024738186922421208,0.09127184084124858
2010-04-26,14.348570823669434,15.671428680419922,14.348570823669434,15.45285701751709,47215000.0,0.006134343558452146,0.003686040095530899,0.9353556988086618,0.019353926105566896,0.7824067200378668,0.7287608553541403,0.9368826352358254,0.4849324723284422,0,-1,-0.3097362832791982,0.09285074741559327,0.09916781420599693
2010-04-27,15.010000228881836,15.151429176330566,14.51857089996338,14.581428527832031,34263600.0,0.006437355058313273,0.0038596021411741194,0.7733942145219215,0.02083110299267764,0.7641814414670396,0.6729365764297093,0.9695153958976649,0.46792135852587025,0,-1,-0.3283720580035355,0.04280298787391239,0.0957751398695158
2010-04-28,14.50428581237793,14.68000030517578,13.971428871154783,14.19857120513916,22770300.0,0.006699061460208464,0.0040137059606506435,0.7130436598052794,0.021679075710232726,0.757766523772672,0.6250318704333546,0.9710277003698266,0.45661641203400416,0,-1,-0.30841578952049914,0.08004310865799122,0.16782605010315416
2010-04-29,14.401429176330566,14.850000381469728,14.194286346435549,14.738571166992188,18078200.0,0.00701562621441356,0.004186241516659835,0.7496248597738472,0.02242453373953386,0.7710780626051127,0.6221970851827603,0.9744030680468024,0.4655918354438518,0,-1,-0.30948791200273545,0.08944558475219537,0.20002006947612017
2010-04-30,14.83571434020996,14.838570594787598,14.082857131958008,14.128570556640623,13059200.0,0.007272707273134622,0.004332624497854364,0.6613769451223491,0.022872378841890237,0.7589548175535068,0.5958676700112858,0.9718285427508643,0.4591082336807403,0,-1,-0.3276146150716371,0.056702534509016,0.22254523468615545
2010-05-03,14.279999732971191,14.829999923706056,14.14285659790039,14.56999969482422,13974100.0,0.007509350954357067,0.004490343226869838,0.6940221977094093,0.02339983520789038,0.7492482659938036,0.5934763474000291,0.9694379121189219,0.4660460629044214,0,-1,-0.3024266818225999,0.09848334917326365,0.23801819521994105
2010-05-04,14.28857135772705,14.412857055664062,13.978570938110352,14.194286346435549,15383900.0,0.0076813479733927915,0.004642483356839538,0.6428877515413879,0.023912352732986197,0.7343543751025148,0.5705058241114839,0.9580963166655375,0.4584082993994953,0,-1,-0.27443867396198074,0.09491128014121449,0.24169033507023804
2010-05-05,13.93000030517578,14.527142524719238,13.744285583496094,14.032856941223145,14749700.0,0.007880343789710972,0.0047936862869364365,0.6213625745024778,0.02436979783726359,0.744184809285562,0.5603670261508394,0.9349371000404153,0.4510854020608095,0,-1,-0.25422701532701203,0.12268516589997128,0.2853260204996202
2010-05-06,13.871429443359377,14.427143096923828,12.85714340209961,13.852856636047363,24448900.0,0.008043197690188714,0.004937748538751433,0.5970850900164067,0.02506467386810801,0.7399067988045003,0.535633623062128,0.8744946599844393,0.438947068078166,0,-1,-0.2498219275563039,0.12827033330417834,0.2984830558828399
2010-05-07,13.85714340209961,14.285714149475098,12.918571472167969,13.012857437133787,25908400.0,0.008136456810127184,0.005051463146212723,0.49596427473981786,0.025577961272558097,0.7147703860608854,0.5133909163482113,0.8183695370753185,0.4260841248718901,0,-1,-0.24399300470962887,0.13096831404428527,0.22677113293729703
2010-05-10,13.747142791748049,13.994285583496094,13.572856903076172,13.928570747375488,18567500.0,0.008290490295417754,0.005191821228520596,0.5830562103596357,0.02608342989696491,0.7179105543778379,0.5349148737417235,0.7662533515168494,0.43530247482721457,0,-1,-0.24821600926934984,0.14787573735962764,0.22175864072988058
2010-05-11,13.66428565979004,14.592857360839844,13.65428638458252,14.260000228881836,23100700.0,0.008435058102394727,0.005326243671909996,0.6105882503579464,0.026759239250603833,0.7117180070178225,0.5537429561434384,0.7346007078620035,0.4467714575557975,0,-1,-0.22594869691646757,0.144102582887629,0.22687179501224383
2010-05-12,14.527142524719238,15.415714263916016,14.489999771118164,15.40428638458252,27244700.0,0.008652985490762915,0.005499627197616859,0.6915741085150168,0.027792010502077275,0.7310330721073074,0.6158382117638801,0.7227946527785281,0.46029784393133694,0,-1,-0.2812061157674997,0.08024446965877854,0.13584461769899123
